Mission ID,Distance [m],Elevation [m],Cargo [kg],Battery Level,Time of Day [h],Traffic Level,Mode,Energy [kJ]
4123,308.24,-4.2,2.92,0.568,6.0,high,normal,782.976
4124,105.11,-3.6,6.86,0.635,19.0,medium,normal,472.114
4125,105.39,4.4,8.93,0.885,23.0,medium,normal,642.806
4126,176.49,-1.6,1.03,0.823,2.0,medium,normal,304.895
4127,91.85,-0.4,1.19,0.896,3.0,low,normal,132.879
4128,22.97,-0.5,4.56,0.977,23.0,low,normal,119.529
4129,227.49,2.3,1.14,0.43,15.0,high,normal,529.97
4130,247.19,3.6,0.0,0.467,19.0,high,normal,487.585
4131,92.46,0.8,6.37,0.704,7.0,medium,normal,325.002
4132,56.73,1.1,0.01,0.693,20.0,low,normal,127.073
4133,76.82,0.5,1.86,0.844,2.0,low,normal,166.5
4134,74.64,-3.8,2.13,0.5,8.0,low,priority,337.076
4135,291.43,-3.1,0.0,0.713,21.0,low,normal,457.85
4136,285.91,-0.3,0.0,0.606,11.0,high,normal,429.71
4137,232.45,0.5,5.44,0.946,13.0,high,normal,617.853
4138,140.7,-1.6,1.46,0.943,21.0,low,normal,258.945
4139,97.86,-4.5,3.13,0.758,7.0,low,normal,410.091
4140,106.32,-0.7,8.41,0.512,2.0,low,normal,355.65
4141,72.76,3.7,1.74,0.607,23.0,medium,normal,319.039
4142,266.4,1.4,8.45,0.91,22.0,medium,normal,767.595
4143,203.27,-1.1,3.12,0.632,13.0,medium,normal,503.989
4144,90.31,-2.8,4.86,0.535,16.0,low,normal,367.744
4145,120.93,0.4,1.8,0.859,3.0,high,normal,223.441
4146,58.13,4.1,0.99,0.435,4.0,low,normal,283.082
4147,158.62,1.0,4.72,0.93,3.0,low,priority,444.011
4148,203.98,-0.8,5.05,0.924,20.0,low,normal,433.595
4149,110.6,-2.7,7.04,0.583,4.0,low,normal,434.399
4150,97.56,0.1,1.33,0.267,10.0,high,normal,195.395
4151,301.3,2.8,1.34,0.66,3.0,low,normal,520.891
4152,206.05,-1.6,8.58,0.775,12.0,medium,normal,713.816
4153,173.38,-0.5,0.21,0.893,13.0,medium,normal,260.01
4154,90.5,4.5,2.34,0.853,10.0,medium,normal,475.712
4155,227.99,,3.78,0.705,0.0,low,normal,430.356
4156,161.55,2.5,4.01,0.565,17.0,high,priority,616.019
4157,179.08,-3.3,0.0,0.396,6.0,low,normal,333.802
4158,105.33,-0.6,7.35,0.635,6.0,,normal,340.164
4159,107.66,2.3,7.57,0.841,11.0,high,normal,591.636
4160,290.54,0.1,0.63,0.587,10.0,high,priority,495.088
4161,173.02,-1.0,1.26,0.405,0.0,low,priority,328.595
4162,113.9,0.3,1.95,0.608,19.0,medium,normal,216.739
4163,186.18,0.7,3.9,0.73,23.0,low,priority,422.007
4164,54.36,-1.4,6.1,0.741,0.0,low,normal,221.679
4165,178.06,0.5,4.84,0.847,22.0,medium,priority,456.11
4166,104.63,0.3,1.05,0.411,3.0,low,priority,175.574
4167,38.68,-3.6,4.1,0.662,8.0,medium,priority,303.644
4168,42.45,0.2,1.61,0.691,4.0,medium,normal,91.608
4169,143.86,0.9,1.08,0.686,19.0,low,normal,231.775
4170,190.34,0.3,2.15,0.636,16.0,medium,normal,355.092
4171,87.06,0.5,1.16,0.5,12.0,medium,normal,165.651
4172,81.73,1.5,0.89,0.837,20.0,low,normal,210.201
4173,148.24,1.5,1.8,0.859,4.0,medium,normal,345.804
4174,138.64,2.2,5.09,0.474,6.0,low,normal,408.469
4175,172.41,-0.8,8.75,0.763,7.0,low,priority,574.902
4176,106.26,2.1,5.3,0.898,6.0,low,priority,437.318
4177,78.33,-0.2,0.0,0.859,7.0,medium,normal,102.29
4178,64.62,1.7,0.0,0.672,23.0,medium,normal,151.062
4179,153.13,0.8,5.19,0.626,19.0,medium,priority,409.235
4180,91.52,0.2,5.66,0.732,7.0,low,normal,237.367
4181,182.79,0.5,5.44,0.36,11.0,medium,normal,489.694
4182,165.41,-1.7,0.32,0.976,1.0,low,priority,288.371
4183,190.62,-1.7,3.26,0.604,13.0,medium,normal,471.343
4184,70.1,2.3,4.57,0.644,5.0,medium,priority,341.118
4185,275.36,-0.4,6.11,0.663,1.0,low,priority,662.967
4186,222.44,-0.0,1.64,0.569,16.0,medium,normal,375.694
4187,180.47,0.5,5.7,0.38,23.0,low,normal,385.357
4188,69.71,-1.5,,,12.0,medium,normal,187.975
4189,39.78,1.7,0.36,0.903,16.0,low,priority,132.74
4190,97.69,-0.7,0.0,0.728,16.0,high,normal,182.502
4191,139.24,1.5,,0.515,2.0,low,normal,427.754
4192,218.47,-0.9,6.34,0.559,22.0,low,priority,561.553
4193,98.43,0.6,0.0,0.655,4.0,low,normal,144.875
4194,265.78,,2.87,0.766,2.0,medium,normal,587.577
4195,53.05,3.8,6.7,0.951,23.0,low,priority,473.192
4196,61.06,-1.1,0.36,0.551,9.0,medium,normal,159.286
4197,246.22,1.0,3.28,0.758,7.0,low,normal,468.12
4198,114.2,-3.9,0.98,,22.0,medium,priority,374.744
4199,97.83,-0.0,0.31,0.388,3.0,low,normal,132.735
4200,60.0,-0.2,9.49,0.891,15.0,medium,priority,331.918
4201,204.6,0.2,1.89,0.822,20.0,low,normal,309.024
4202,98.17,4.2,2.5,0.559,10.0,high,normal,481.509
4203,205.52,0.2,7.14,0.861,8.0,medium,priority,570.402
4204,32.8,2.1,4.7,0.86,20.0,low,normal,196.275
4205,149.07,-1.0,5.1,0.669,3.0,medium,normal,376.64
4206,166.21,0.8,2.96,0.726,7.0,low,normal,318.335
4207,220.27,-1.1,2.53,0.508,21.0,low,normal,390.343
4208,278.78,0.6,0.65,0.714,23.0,low,normal,358.845
4209,85.02,1.8,4.66,0.546,20.0,low,normal,306.522
4210,228.09,-2.8,7.26,0.45,0.0,low,normal,637.82
4211,145.07,1.1,7.03,0.533,16.0,medium,normal,521.423
4212,305.99,2.9,2.1,0.913,17.0,low,normal,677.313
4213,150.61,-4.7,0.06,0.744,9.0,high,priority,527.241
4214,220.21,-2.2,5.02,0.901,20.0,low,normal,521.395
4215,101.24,3.7,0.24,0.54,13.0,medium,normal,308.268
4216,200.19,-1.3,1.66,0.649,2.0,medium,normal,369.579
4217,36.41,-0.4,0.8,0.901,1.0,medium,normal,74.232
4218,212.21,-1.2,0.81,,12.0,high,normal,429.314
4219,111.99,-2.7,4.44,0.445,,low,normal,347.403
4220,213.41,0.7,1.27,0.878,5.0,low,normal,328.268
4221,217.53,4.0,3.49,0.787,12.0,high,normal,767.577
4222,159.67,0.2,0.0,0.577,12.0,medium,normal,234.447
4223,86.62,1.6,6.62,0.98,17.0,high,normal,458.392
4224,170.59,1.0,3.32,0.581,0.0,,normal,338.559
4225,340.93,-1.2,0.0,0.582,3.0,low,normal,423.108
4226,237.77,-0.3,1.95,0.752,15.0,medium,normal,432.043
4227,168.66,-1.3,7.6,0.598,12.0,medium,priority,634.733
4228,105.61,,0.79,0.861,14.0,medium,normal,235.969
4229,246.64,-1.8,0.0,0.526,15.0,medium,normal,443.503
4230,300.94,-0.5,4.38,0.423,0.0,medium,normal,586.496
4231,241.12,2.2,1.61,0.809,8.0,medium,normal,472.656
4232,159.92,2.3,5.64,0.972,10.0,medium,normal,574.643
4233,62.19,0.4,1.09,0.965,0.0,low,normal,116.1
4234,263.38,-3.8,2.37,0.794,,medium,normal,638.784
4235,,-0.3,7.22,0.489,9.0,medium,priority,545.053
4236,65.78,1.9,0.82,0.943,9.0,medium,normal,222.966
4237,30.2,0.2,3.37,0.399,9.0,medium,normal,118.827
4238,33.12,-1.2,1.57,0.608,1.0,low,normal,115.506
4239,137.41,-2.4,3.54,0.709,0.0,medium,normal,387.006
4240,218.75,-0.4,5.82,0.546,2.0,medium,normal,478.079
4241,205.06,-2.9,1.4,0.894,7.0,low,normal,409.712
4242,162.52,0.4,4.1,0.933,13.0,low,priority,426.231
4243,124.77,1.9,4.08,0.419,0.0,low,normal,356.959
4244,116.9,-2.5,1.56,0.89,14.0,high,normal,358.228
4245,,0.7,2.42,,11.0,medium,normal,277.387
4246,209.4,-1.6,6.24,0.773,21.0,medium,normal,563.531
4247,170.96,-1.1,2.44,0.856,7.0,low,normal,323.011
4248,266.16,-0.5,2.33,0.453,2.0,medium,priority,472.228
4249,74.16,-1.8,4.81,0.511,20.0,medium,normal,316.828
4250,197.92,-1.2,1.69,0.902,9.0,low,normal,391.449
4251,87.37,1.1,0.0,0.572,3.0,low,normal,139.774
4252,77.7,0.4,2.33,0.982,3.0,medium,normal,207.443
4253,318.0,-0.6,3.22,0.487,20.0,low,priority,600.55
4254,33.4,-1.3,0.0,0.714,22.0,medium,normal,123.601
4255,114.72,-0.9,2.22,0.425,16.0,medium,normal,254.009
4256,103.9,-1.0,0.93,0.371,1.0,medium,normal,198.151
4257,109.99,-2.4,2.68,0.598,6.0,medium,normal,287.858
4258,313.69,-2.5,1.87,0.975,11.0,low,normal,604.571
4259,168.18,-1.2,2.67,0.373,5.0,low,normal,321.025
4260,243.85,1.0,5.23,0.722,6.0,low,normal,499.616
4261,203.26,-1.8,4.66,0.572,19.0,low,normal,429.099
4262,95.57,3.6,5.99,0.759,15.0,medium,normal,528.171
4263,111.95,-2.0,0.0,0.763,2.0,low,normal,207.17
4264,128.14,1.2,9.35,0.516,1.0,medium,normal,524.93
4265,118.13,0.6,6.85,0.439,23.0,low,normal,349.802
4266,222.93,-0.3,4.54,0.335,22.0,low,priority,480.235
4267,,0.8,9.03,0.676,21.0,low,,575.76
4268,258.27,1.5,0.0,0.699,0.0,low,normal,353.763
4269,83.41,2.5,0.0,0.502,,,priority,251.179
4270,177.22,-2.1,0.0,0.863,22.0,medium,normal,312.274
4271,152.0,-1.0,5.47,0.972,6.0,low,normal,370.737
4272,85.49,-0.5,2.46,0.963,7.0,medium,normal,196.947
4273,301.52,1.0,0.29,0.704,8.0,low,normal,389.533
4274,146.72,,7.34,0.776,0.0,low,normal,530.476
4275,119.32,3.3,3.52,0.737,13.0,medium,normal,493.271
4276,137.48,0.7,0.17,0.821,23.0,medium,normal,207.321
4277,108.0,4.2,2.31,0.681,11.0,medium,normal,449.107
4278,189.08,1.3,9.84,0.725,20.0,low,normal,601.802
4279,209.95,-1.6,8.01,0.637,7.0,low,normal,591.447
4280,97.37,-0.2,0.79,0.935,20.0,medium,normal,184.461
4281,306.92,-2.9,0.0,0.622,16.0,high,normal,602.781
4282,80.92,4.1,0.0,0.679,21.0,low,normal,273.993
4283,104.67,1.4,5.39,0.755,18.0,low,normal,284.82
4284,134.0,0.7,3.46,0.285,14.0,medium,priority,382.164
4285,64.99,-0.2,0.49,,,medium,normal,137.663
4286,107.61,2.4,0.0,0.827,2.0,low,normal,250.415
4287,103.49,1.8,3.62,0.923,14.0,medium,normal,352.531
4288,219.51,2.1,3.7,0.762,22.0,low,normal,479.058
4289,176.14,2.7,9.06,0.998,20.0,low,normal,676.109
4290,235.05,3.9,0.0,0.831,11.0,medium,normal,513.137
4291,178.3,-3.6,2.71,0.495,17.0,medium,normal,524.617
4292,249.26,1.4,0.0,0.92,4.0,low,normal,345.488
4293,211.41,-1.4,6.42,0.695,17.0,medium,normal,644.235
4294,85.47,1.0,0.6,0.436,18.0,low,normal,172.747
4295,103.94,-1.9,0.0,0.908,13.0,low,normal,230.615
4296,39.1,1.2,,0.521,10.0,medium,priority,214.371
4297,100.22,-1.4,4.1,0.186,16.0,low,priority,343.985
4298,,0.4,1.83,0.557,7.0,low,normal,200.947
4299,78.39,-1.1,5.6,0.637,23.0,low,normal,284.911
4300,214.09,-0.7,6.15,0.627,15.0,high,priority,657.556
4301,164.81,-4.9,1.71,0.91,19.0,medium,normal,490.893
4302,166.61,-1.2,0.0,0.644,10.0,low,normal,303.22
4303,75.42,3.1,3.17,0.551,8.0,low,normal,327.95
4304,48.18,0.7,0.32,0.611,20.0,high,normal,110.916
4305,52.99,-1.1,10.5,0.328,3.0,medium,priority,357.988
4306,271.82,0.3,2.2,0.731,7.0,low,normal,426.832
4307,126.11,1.2,3.02,0.663,5.0,medium,normal,301.596
4308,137.21,-1.9,6.2,0.857,19.0,medium,priority,484.409
4309,136.47,1.6,6.91,0.365,5.0,medium,normal,464.331
4310,173.2,-2.9,0.0,0.245,4.0,medium,normal,334.531
4311,165.32,3.8,1.26,0.408,23.0,low,priority,423.721
4312,,-1.2,7.22,0.571,13.0,low,normal,635.379
4313,192.99,-1.0,4.09,0.949,11.0,medium,normal,472.677
4314,158.69,1.2,6.54,0.732,10.0,medium,normal,525.394
4315,161.14,-1.7,2.47,0.734,17.0,medium,normal,386.975
4316,124.36,-2.8,2.33,0.839,10.0,high,normal,446.276
4317,88.2,-1.1,0.0,0.641,8.0,low,normal,119.636
4318,180.65,0.3,0.89,0.393,6.0,low,normal,235.703
4319,106.2,4.5,9.05,0.274,22.0,low,priority,672.928
4320,92.48,-5.0,,0.752,7.0,,normal,324.057
4321,77.12,3.7,5.81,0.766,18.0,low,normal,424.463
4322,215.55,-3.6,2.14,0.414,0.0,low,normal,440.691
4323,66.18,0.4,5.01,0.674,12.0,medium,normal,235.718
4324,121.95,4.4,2.7,0.952,10.0,high,normal,553.624
4325,280.63,-2.1,5.09,0.483,11.0,high,normal,798.454
4326,47.57,1.2,3.42,0.595,15.0,,priority,219.817
4327,136.64,0.6,6.93,0.872,1.0,medium,normal,416.816
4328,292.34,0.9,0.0,0.807,16.0,medium,normal,425.458
4329,102.29,-1.5,6.49,0.902,19.0,low,normal,337.362
4330,194.82,-3.8,7.02,0.898,19.0,medium,normal,685.868
4331,197.55,0.1,9.0,0.263,19.0,high,normal,612.716
4332,207.68,1.0,6.68,0.278,10.0,medium,normal,628.086
4333,83.23,2.0,5.41,0.918,23.0,medium,priority,408.736
4334,176.81,-2.7,10.4,0.826,9.0,high,normal,828.81
4335,259.44,2.6,3.28,0.846,2.0,medium,normal,602.337
4336,176.84,2.1,5.31,0.306,20.0,low,priority,529.02
4337,91.22,-4.5,0.58,0.874,22.0,high,normal,361.322
4338,82.6,-2.7,1.54,0.859,17.0,medium,normal,317.268
4339,129.15,3.4,5.69,0.647,17.0,medium,priority,665.895
4340,265.23,-0.4,0.26,0.569,3.0,medium,normal,324.166
4341,111.11,-2.4,4.97,0.874,1.0,medium,normal,376.342
4342,318.05,2.6,0.97,0.787,16.0,medium,normal,645.163
4343,122.55,2.6,0.81,0.693,21.0,low,normal,279.812
4344,131.97,-1.9,1.77,0.275,3.0,low,normal,279.438
4345,105.89,-2.6,4.19,0.557,6.0,low,normal,345.486
4346,212.32,-2.9,4.24,0.692,1.0,low,priority,592.164
4347,218.73,3.1,0.72,0.896,22.0,low,normal,429.792
4348,43.69,-0.2,0.0,0.31,22.0,medium,normal,61.813
4349,198.56,-2.9,2.3,0.648,1.0,medium,priority,493.133
4350,123.72,1.1,6.1,0.794,5.0,low,normal,398.029
4351,89.32,-0.4,2.19,0.272,11.0,medium,normal,212.427
4352,144.43,-0.8,0.85,0.579,5.0,medium,normal,234.6
4353,53.63,-1.4,0.0,0.348,13.0,medium,priority,164.547
4354,134.85,-4.0,7.35,0.555,12.0,high,normal,704.508
4355,178.69,-0.7,1.8,0.892,16.0,medium,normal,337.175
4356,103.26,1.3,4.62,0.928,10.0,medium,normal,336.26
4357,281.45,0.6,6.02,0.759,22.0,low,normal,587.146
4358,138.73,1.3,2.91,0.598,13.0,low,normal,360.752
4359,228.79,0.2,7.04,0.499,23.0,low,normal,513.96
4360,58.68,-0.4,1.56,0.257,13.0,medium,normal,163.651
4361,245.26,4.5,3.26,0.693,8.0,medium,normal,658.801
4362,145.39,0.1,4.49,0.707,16.0,high,normal,399.042
4363,113.52,3.2,0.0,0.701,5.0,low,normal,262.26
4364,50.24,1.9,0.21,0.41,12.0,high,normal,157.22
4365,53.25,0.1,4.23,0.842,,medium,priority,186.732
4366,142.2,-1.2,3.68,0.722,6.0,medium,normal,364.046
4367,144.49,2.5,3.37,0.829,6.0,low,normal,395.982
4368,108.47,-0.7,0.53,0.817,23.0,low,normal,174.225
4369,153.8,-0.4,0.0,0.699,12.0,medium,priority,244.739
4370,82.41,-1.8,0.0,0.475,21.0,medium,priority,201.41
4371,174.02,-0.2,7.37,0.697,9.0,medium,priority,610.994
4372,235.14,-1.6,3.23,0.897,8.0,medium,normal,494.345
4373,103.43,0.4,3.17,0.664,2.0,low,normal,206.124
4374,84.82,1.3,4.31,0.908,,low,normal,279.497
4375,60.79,-0.6,4.35,0.589,12.0,high,normal,243.138
4376,200.65,0.6,0.31,0.7,19.0,medium,normal,282.165
4377,82.34,-0.5,3.62,0.786,5.0,low,normal,195.713
4378,279.16,1.2,2.61,0.876,3.0,medium,normal,503.063
4379,225.55,-1.8,4.84,0.509,4.0,medium,normal,536.932
4380,102.51,0.7,9.16,0.853,1.0,medium,normal,411.073
4381,120.89,-0.3,2.09,0.635,16.0,medium,priority,278.106
4382,136.12,-4.3,4.96,0.789,8.0,low,normal,519.681
4383,41.14,2.4,2.3,0.246,13.0,low,normal,215.568
4384,117.21,0.8,7.03,0.857,18.0,medium,normal,327.858
4385,99.62,0.4,3.35,0.982,20.0,medium,normal,220.604
4386,198.72,,5.57,0.761,1.0,medium,normal,667.269
4387,136.92,2.7,4.62,0.802,6.0,low,normal,439.537
4388,149.61,-2.6,1.8,0.813,9.0,low,normal,397.572
4389,68.35,3.5,6.58,0.252,14.0,medium,priority,546.216
4390,219.7,3.7,0.0,0.715,23.0,low,normal,394.382
4391,146.21,0.4,3.38,0.735,23.0,medium,priority,328.704
4392,131.44,3.5,5.41,0.768,8.0,low,priority,550.758
4393,44.46,-1.5,0.99,0.949,15.0,medium,priority,173.364
4394,72.9,-3.1,2.74,0.55,18.0,low,normal,253.202
4395,42.83,-5.1,3.77,0.632,0.0,low,normal,339.409
4396,212.82,4.0,4.06,0.545,17.0,medium,priority,780.398
4397,126.58,3.0,1.22,0.433,10.0,medium,normal,366.303
4398,239.66,0.4,1.82,0.877,9.0,high,normal,464.138
4399,168.07,-4.7,4.87,0.598,15.0,medium,normal,659.267
4400,173.54,-1.1,4.76,0.744,3.0,low,normal,400.615
4401,170.59,0.3,,0.47,18.0,high,normal,422.154
4402,295.11,-1.2,3.99,0.584,8.0,medium,normal,570.617
4403,90.64,4.7,2.15,0.742,17.0,medium,normal,430.041
4404,222.87,-1.4,5.23,0.918,13.0,high,normal,643.892
4405,94.73,1.3,6.25,0.594,12.0,medium,normal,395.056
4406,282.49,2.4,6.1,0.649,13.0,medium,normal,850.304
4407,150.79,0.8,5.89,0.383,8.0,low,normal,397.019
4408,216.85,0.3,2.07,0.786,20.0,low,normal,312.75
4409,265.0,-0.5,2.18,0.657,20.0,medium,normal,436.108
4410,121.87,1.3,3.93,0.935,15.0,medium,normal,367.962
4411,178.13,3.3,0.63,0.87,8.0,low,normal,361.458
4412,123.32,7.2,2.82,0.897,3.0,low,normal,554.295
4413,,0.1,3.29,0.434,5.0,low,normal,268.945
4414,196.37,2.8,2.05,0.529,,low,normal,409.57
4415,104.78,4.9,0.25,0.7,5.0,low,normal,323.347
4416,156.87,-1.9,3.99,0.658,21.0,low,normal,369.578
4417,239.78,-4.4,4.15,0.349,12.0,high,normal,809.266
4418,77.34,1.6,0.0,0.653,18.0,low,priority,170.768
4419,147.27,-0.7,7.73,0.77,9.0,medium,normal,513.93
4420,61.48,-1.5,7.63,0.397,20.0,low,priority,302.984
4421,301.71,-3.9,2.49,0.831,22.0,high,normal,699.131
4422,233.98,2.3,0.44,0.304,0.0,low,normal,390.672
4423,223.68,1.4,5.64,0.573,4.0,low,normal,530.536
4424,149.06,4.8,0.0,0.371,13.0,high,normal,476.69
4425,184.75,-4.3,2.49,0.702,4.0,low,normal,473.899
4426,281.1,-1.8,8.7,0.679,17.0,medium,normal,903.78
4427,126.6,2.2,2.78,0.59,7.0,low,normal,289.063
4428,142.2,0.1,7.73,0.955,10.0,high,normal,468.537
4429,193.15,-6.3,2.29,0.867,5.0,low,priority,627.223
4430,222.68,2.9,9.54,0.757,13.0,medium,normal,952.147
4431,135.03,-0.3,0.19,0.751,7.0,medium,normal,176.562
4432,280.72,-2.1,0.0,0.399,19.0,medium,priority,464.806
4433,60.97,-1.7,1.69,0.832,10.0,medium,normal,211.628
4434,99.89,0.4,7.11,0.645,13.0,low,normal,357.002
4435,137.64,3.2,1.77,0.704,21.0,medium,normal,403.729
4436,132.04,0.5,0.95,0.758,17.0,medium,normal,256.197
4437,128.22,-1.7,4.43,0.762,16.0,medium,normal,420.264
4438,147.61,3.4,3.13,0.492,22.0,medium,normal,443.219
4439,325.37,2.0,0.6,0.655,17.0,high,normal,626.108
4440,72.54,2.5,0.0,0.797,1.0,low,priority,226.888
4441,151.93,-2.1,5.09,0.808,6.0,medium,normal,467.255
4442,,0.3,6.07,0.697,5.0,high,normal,300.886
4443,221.81,3.7,0.0,0.73,16.0,medium,priority,500.022
4444,263.51,1.2,0.0,0.406,12.0,medium,normal,435.922
4445,237.74,1.1,6.34,0.569,15.0,medium,normal,702.38
4446,222.98,2.9,,0.809,21.0,low,priority,641.341
4447,,-3.0,0.49,0.726,21.0,medium,normal,266.674
4448,189.78,0.7,2.63,0.729,22.0,medium,normal,352.505
4449,106.34,,4.86,0.72,12.0,low,priority,357.333
4450,158.43,-0.7,6.99,0.702,22.0,low,normal,428.675
4451,39.26,2.4,0.0,0.603,6.0,low,priority,151.658
4452,68.15,-4.8,2.78,0.642,17.0,medium,normal,415.809
4453,284.08,-0.4,0.0,0.774,22.0,medium,normal,332.659
4454,117.57,1.8,5.46,0.67,0.0,medium,normal,412.145
4455,112.02,3.0,0.0,0.51,11.0,medium,normal,310.635
4456,35.91,0.8,3.94,0.581,4.0,low,normal,154.084
4457,100.83,-0.5,7.89,0.481,22.0,low,normal,325.59
4458,66.75,-0.7,0.25,0.916,1.0,low,priority,119.41
4459,,3.0,9.08,0.499,11.0,low,normal,702.055
4460,44.98,-1.8,4.31,0.768,23.0,medium,normal,250.279
4461,169.32,2.4,3.39,0.594,5.0,medium,priority,480.039
4462,69.01,-0.9,5.4,0.759,12.0,medium,normal,268.724
4463,90.45,6.2,3.27,0.714,2.0,low,priority,535.603
4464,130.97,0.4,4.69,0.685,1.0,low,priority,329.433
4465,160.54,0.3,2.72,0.769,18.0,low,normal,255.805
4466,107.14,-3.9,0.45,0.403,15.0,medium,normal,353.149
4467,216.16,-0.3,0.59,0.466,3.0,low,normal,272.67
4468,93.22,0.7,3.43,0.749,0.0,low,normal,226.846
4469,234.28,1.3,,0.626,2.0,high,priority,704.174
4470,161.88,-0.1,6.74,0.754,21.0,medium,normal,425.494
4471,154.39,-4.3,9.13,0.909,8.0,medium,normal,712.453
4472,,3.1,6.77,0.903,11.0,low,normal,638.341
4473,100.27,1.2,4.31,0.804,18.0,low,normal,282.047
4474,45.89,2.0,7.08,0.65,16.0,high,normal,377.441
4475,161.88,-1.1,4.38,0.715,17.0,low,priority,447.45
4476,258.66,0.1,2.96,0.344,5.0,low,priority,452.69
4477,213.83,2.8,0.0,0.887,10.0,high,normal,490.948
4478,200.79,-0.0,1.57,0.603,5.0,medium,normal,310.224
4479,140.49,4.6,5.18,0.97,1.0,medium,normal,636.125
4480,150.6,-1.4,5.49,0.92,11.0,medium,priority,513.81
4481,53.55,1.9,0.0,0.903,21.0,low,priority,193.349
4482,200.5,0.4,5.57,0.817,23.0,low,normal,425.559
4483,124.77,-1.2,9.46,0.724,18.0,medium,priority,543.048
4484,134.59,-2.2,3.44,0.718,1.0,low,normal,355.701
4485,207.57,1.2,2.76,0.537,1.0,medium,priority,417.937
4486,84.04,-0.7,5.7,0.909,9.0,medium,normal,331.402
4487,209.55,1.0,0.0,0.803,22.0,low,priority,304.267
4488,187.84,0.3,1.47,0.769,1.0,low,normal,268.597
4489,70.14,-1.0,2.93,0.65,9.0,medium,normal,244.47
4490,253.69,-2.7,0.0,0.743,23.0,medium,normal,422.64
4491,140.6,2.2,0.0,0.584,9.0,medium,normal,317.149
4492,46.1,0.6,5.13,0.837,0.0,low,priority,177.655
4493,286.02,-0.3,5.84,0.632,12.0,low,normal,629.536
4494,186.24,-2.9,5.96,0.717,8.0,low,normal,562.804
4495,122.22,-2.4,0.0,0.887,9.0,medium,normal,309.845
4496,179.1,-1.3,4.79,0.755,19.0,low,normal,436.802
4497,120.43,-2.6,1.66,0.851,16.0,medium,normal,361.201
4498,142.64,-5.7,3.28,0.695,4.0,medium,normal,543.707
4499,296.36,0.3,2.46,0.627,6.0,medium,priority,520.604
4500,148.92,0.4,4.92,0.611,1.0,medium,normal,319.061
4501,228.11,0.4,3.77,0.776,9.0,,normal,494.47
4502,30.56,0.3,3.04,0.904,15.0,medium,normal,116.352
4503,194.06,-0.4,6.57,0.671,10.0,medium,priority,610.98
4504,84.82,-3.7,8.41,0.569,3.0,medium,priority,516.764
4505,99.47,-1.7,6.81,,3.0,medium,priority,401.833
4506,75.62,-1.7,7.49,0.516,22.0,low,normal,299.506
4507,117.57,1.4,,,23.0,low,normal,335.615
4508,197.35,0.3,4.99,0.666,20.0,high,normal,448.614
4509,118.45,-1.0,5.7,,,low,normal,347.573
4510,256.26,-1.3,5.09,0.772,4.0,low,normal,554.882
4511,288.8,-2.6,0.61,0.471,15.0,low,normal,551.805
4512,195.15,1.8,5.64,0.848,22.0,medium,priority,621.475
4513,308.02,-1.3,5.34,0.766,14.0,medium,normal,759.606
4514,180.61,0.9,2.46,0.934,9.0,medium,normal,373.058
4515,130.24,0.5,8.6,0.829,5.0,medium,normal,431.706
4516,266.45,-1.1,7.44,0.961,6.0,low,normal,636.249
4517,32.32,4.3,0.76,0.394,3.0,low,normal,213.992
4518,93.34,3.8,1.16,0.659,8.0,medium,priority,333.281
4519,330.37,2.6,6.54,0.313,12.0,high,priority,1108.092
4520,168.88,3.7,5.44,0.859,2.0,medium,normal,608.161
4521,274.29,-1.3,2.49,0.958,6.0,,priority,515.608
4522,307.13,-3.2,7.62,0.477,20.0,low,normal,801.032
4523,188.54,-1.7,6.37,0.648,20.0,medium,normal,550.092
4524,277.89,-0.2,5.14,0.688,17.0,low,normal,590.611
4525,88.02,-1.0,0.74,0.904,5.0,low,normal,155.029
4526,82.21,1.9,0.0,0.673,12.0,medium,normal,197.874
4527,238.82,0.5,4.01,0.855,0.0,medium,priority,543.323
4528,168.73,-4.9,5.6,0.853,7.0,low,normal,541.487
4529,130.13,1.4,2.83,0.55,10.0,medium,normal,358.934
4530,266.97,3.7,5.57,0.718,14.0,medium,priority,943.545
4531,226.92,0.0,0.71,0.97,17.0,medium,normal,321.838
4532,99.33,-1.3,4.21,0.648,6.0,low,normal,278.236
4533,353.17,-2.9,3.74,0.726,13.0,low,normal,810.751
4534,100.93,-4.4,7.48,0.739,13.0,medium,normal,601.071
4535,97.05,,0.36,0.602,19.0,low,normal,110.952
4536,88.61,-1.3,2.22,,6.0,low,normal,210.513
4537,160.9,2.1,0.0,0.628,2.0,low,normal,237.496
4538,247.43,-3.1,5.33,0.779,22.0,low,normal,590.988
4539,118.35,-0.3,7.27,0.565,1.0,low,normal,336.147
4540,47.48,-0.7,4.79,0.787,12.0,low,priority,187.612
4541,257.07,0.8,0.93,0.668,6.0,low,normal,366.26
4542,148.95,-2.6,0.95,0.809,1.0,low,normal,281.975
4543,81.63,-0.1,1.89,0.436,13.0,medium,normal,153.399
4544,130.11,-0.2,6.15,0.831,4.0,medium,priority,392.335
4545,237.83,2.3,2.95,0.864,0.0,low,normal,519.89
4546,217.48,0.2,7.01,0.653,20.0,low,normal,492.3
4547,138.04,-2.5,1.38,0.474,15.0,high,normal,380.348
4548,179.74,2.1,0.0,0.345,12.0,medium,normal,333.713
4549,48.61,-0.3,0.0,0.923,4.0,low,priority,65.783
